Site,Year,Analyte ,PAH,Percent
Spar Cove,2022,Benzo[a]pyrene,0.31,7.598039216
Spar Cove,2022,Benzo[a]pyrene,0.91,7.04879938
Tin Can Beach,2022,Benzo[a]pyrene,0.54,8.463949843
Tin Can Beach,2022,Benzo[a]pyrene,0.51,8.514190317
Tin Can Beach,2022,Benzo[a]pyrene,0.35,9.915014164
Tin Can Beach,2022,Benzo[a]pyrene,0.5,7.936507937
Bayshore,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Bayshore,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Black Beach,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Black Beach,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Courtenay Bay,2022,"Benzo[b,j]fluoranthene",0.21,8.731808732
Courtenay Bay,2022,"Benzo[b,j]fluoranthene",0.4,7.774538387
Digby Ferry Terminal,2022,"Benzo[b,j]fluoranthene",0.005,3.703703704
Digby Ferry Terminal,2022,"Benzo[b,j]fluoranthene",0.25,7.352941176
Hazen Creek Mouth,2022,"Benzo[b,j]fluoranthene",0.12,7.038123167
Hazen Creek Mouth,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Benzo[b,j]fluoranthene",0.005,4
Inner Harbour,2022,"Benzo[b,j]fluoranthene",0.47,8.768656716
Inner Harbour,2022,"Benzo[b,j]fluoranthene",0.05,9.009009009
Inner Harbour,2022,"Benzo[b,j]fluoranthene",0.15,11.23595506
Inner Harbour,2022,"Benzo[b,j]fluoranthene",0.02,10.25641026
Little River,2022,"Benzo[b,j]fluoranthene",0.07,10.29411765
Little River,2022,"Benzo[b,j]fluoranthene",0.11,11.28205128
Marsh Creek WS DS,2022,"Benzo[b,j]fluoranthene",1.4,7.530930608
Marsh Creek WS DS,2022,"Benzo[b,j]fluoranthene",0.22,8.333333333
Mispec,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Mispec,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Saints Rest Beach,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Saints Rest Beach,2022,"Benzo[b,j]fluoranthene",0.005,5.882352941
Spar Cove,2022,"Benzo[b,j]fluoranthene",0.04,10.52631579
Spar Cove,2022,"Benzo[b,j]fluoranthene",0.83,4.082636498
Spar Cove,2022,"Benzo[b,j]fluoranthene",0.43,10.53921569
Spar Cove,2022,"Benzo[b,j]fluoranthene",1.2,9.295120062
Tin Can Beach,2022,"Benzo[b,j]fluoranthene",0.62,9.717868339
Tin Can Beach,2022,"Benzo[b,j]fluoranthene",0.58,9.682804674
Tin Can Beach,2022,"Benzo[b,j]fluoranthene",0.4,11.33144476
Tin Can Beach,2022,"Benzo[b,j]fluoranthene",0.61,9.682539683
Bayshore,2022,Benzo[e]pyrene,0.005,5.882352941
Bayshore,2022,Benzo[e]pyrene,0.005,5.882352941
Black Beach,2022,Benzo[e]pyrene,0.005,5.882352941
Black Beach,2022,Benzo[e]pyrene,0.005,5.882352941
Courtenay Bay,2022,Benzo[e]pyrene,0.12,4.98960499
Courtenay Bay,2022,Benzo[e]pyrene,0.18,3.498542274
Digby Ferry Terminal,2022,Benzo[e]pyrene,0.005,3.703703704
Digby Ferry Terminal,2022,Benzo[e]pyrene,0.12,3.529411765
Hazen Creek Mouth,2022,Benzo[e]pyrene,0.06,3.519061584
Hazen Creek Mouth,2022,Benzo[e]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[e]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[e]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[e]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[e]pyrene,0.005,4
Inner Harbour,2022,Benzo[e]pyrene,0.22,4.104477612
Inner Harbour,2022,Benzo[e]pyrene,0.03,5.405405405
Inner Harbour,2022,Benzo[e]pyrene,0.08,5.992509363
Inner Harbour,2022,Benzo[e]pyrene,0.01,5.128205128
Little River,2022,Benzo[e]pyrene,0.08,11.76470588
Little River,2022,Benzo[e]pyrene,0.06,6.153846154
Marsh Creek WS DS,2022,Benzo[e]pyrene,0.64,3.442711135
Marsh Creek WS DS,2022,Benzo[e]pyrene,0.11,4.166666667
Mispec,2022,Benzo[e]pyrene,0.005,5.882352941
Mispec,2022,Benzo[e]pyrene,0.005,5.882352941
Saints Rest Beach,2022,Benzo[e]pyrene,0.005,5.882352941
Saints Rest Beach,2022,Benzo[e]pyrene,0.005,5.882352941
Spar Cove,2022,Benzo[e]pyrene,0.03,7.894736842
Spar Cove,2022,Benzo[e]pyrene,0.98,4.820462371
Spar Cove,2022,Benzo[e]pyrene,0.2,4.901960784
Spar Cove,2022,Benzo[e]pyrene,0.5,3.872966692
Tin Can Beach,2022,Benzo[e]pyrene,0.31,4.858934169
Tin Can Beach,2022,Benzo[e]pyrene,0.27,4.507512521
Tin Can Beach,2022,Benzo[e]pyrene,0.19,5.382436261
Tin Can Beach,2022,Benzo[e]pyrene,0.29,4.603174603
Bayshore,2022,Benzo[k]fluoranthene,0.005,5.882352941
Bayshore,2022,Benzo[k]fluoranthene,0.005,5.882352941
Black Beach,2022,Benzo[k]fluoranthene,0.005,5.882352941
Black Beach,2022,Benzo[k]fluoranthene,0.005,5.882352941
Courtenay Bay,2022,Benzo[k]fluoranthene,0.1,4.158004158
Courtenay Bay,2022,Benzo[k]fluoranthene,0.14,2.721088435
Digby Ferry Terminal,2022,Benzo[k]fluoranthene,0.005,3.703703704
Digby Ferry Terminal,2022,Benzo[k]fluoranthene,0.08,2.352941176
Hazen Creek Mouth,2022,Benzo[k]fluoranthene,0.05,2.93255132
Hazen Creek Mouth,2022,Benzo[k]fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[k]fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[k]fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[k]fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Benzo[k]fluoranthene,0.005,4
Inner Harbour,2022,Benzo[k]fluoranthene,0.16,2.985074627
Inner Harbour,2022,Benzo[k]fluoranthene,0.02,3.603603604
Inner Harbour,2022,Benzo[k]fluoranthene,0.05,3.745318352
Inner Harbour,2022,Benzo[k]fluoranthene,0.005,2.564102564
Little River,2022,Benzo[k]fluoranthene,0.02,2.941176471
Little River,2022,Benzo[k]fluoranthene,0.03,3.076923077
Marsh Creek WS DS,2022,Benzo[k]fluoranthene,0.51,2.743410436
Marsh Creek WS DS,2022,Benzo[k]fluoranthene,0.07,2.651515152
Mispec,2022,Benzo[k]fluoranthene,0.005,5.882352941
Mispec,2022,Benzo[k]fluoranthene,0.005,5.882352941
Saints Rest Beach,2022,Benzo[k]fluoranthene,0.005,5.882352941
Saints Rest Beach,2022,Benzo[k]fluoranthene,0.005,5.882352941
Spar Cove,2022,Benzo[k]fluoranthene,0.01,2.631578947
Spar Cove,2022,Benzo[k]fluoranthene,0.77,3.787506149
Spar Cove,2022,Benzo[k]fluoranthene,0.14,3.431372549
Spar Cove,2022,Benzo[k]fluoranthene,0.41,3.175832688
Tin Can Beach,2022,Benzo[k]fluoranthene,0.2,3.134796238
Tin Can Beach,2022,Benzo[k]fluoranthene,0.18,3.005008347
Tin Can Beach,2022,Benzo[k]fluoranthene,0.14,3.966005666
Tin Can Beach,2022,Benzo[k]fluoranthene,0.22,3.492063492
Bayshore,2022,Chrysene + Triphenylene,0.005,5.882352941
Bayshore,2022,Chrysene + Triphenylene,0.005,5.882352941
Black Beach,2022,Chrysene + Triphenylene,0.005,5.882352941
Black Beach,2022,Chrysene + Triphenylene,0.005,5.882352941
Courtenay Bay,2022,Chrysene + Triphenylene,0.19,7.9002079
Courtenay Bay,2022,Chrysene + Triphenylene,0.37,7.191448008
Digby Ferry Terminal,2022,Chrysene + Triphenylene,0.005,3.703703704
Digby Ferry Terminal,2022,Chrysene + Triphenylene,0.22,6.470588235
Hazen Creek Mouth,2022,Chrysene + Triphenylene,0.11,6.451612903
Hazen Creek Mouth,2022,Chrysene + Triphenylene,0.005,5.882352941
Hazen Creek Nearshore,2022,Chrysene + Triphenylene,0.005,5.882352941
Hazen Creek Nearshore,2022,Chrysene + Triphenylene,0.005,5.882352941
Hazen Creek Nearshore,2022,Chrysene + Triphenylene,0.005,5.882352941
Hazen Creek Nearshore,2022,Chrysene + Triphenylene,0.005,4
Inner Harbour,2022,Chrysene + Triphenylene,0.28,5.223880597
Inner Harbour,2022,Chrysene + Triphenylene,0.03,5.405405405
Inner Harbour,2022,Chrysene + Triphenylene,0.08,5.992509363
Inner Harbour,2022,Chrysene + Triphenylene,0.01,5.128205128
Little River,2022,Chrysene + Triphenylene,0.04,5.882352941
Little River,2022,Chrysene + Triphenylene,0.07,7.179487179
Marsh Creek WS DS,2022,Chrysene + Triphenylene,1,5.379236148
Marsh Creek WS DS,2022,Chrysene + Triphenylene,0.16,6.060606061
Mispec,2022,Chrysene + Triphenylene,0.005,5.882352941
Mispec,2022,Chrysene + Triphenylene,0.005,5.882352941
Saints Rest Beach,2022,Chrysene + Triphenylene,0.005,5.882352941
Saints Rest Beach,2022,Chrysene + Triphenylene,0.005,5.882352941
Spar Cove,2022,Chrysene + Triphenylene,0.02,5.263157895
Spar Cove,2022,Chrysene + Triphenylene,1.4,6.886374816
Spar Cove,2022,Chrysene + Triphenylene,0.25,6.12745098
Spar Cove,2022,Chrysene + Triphenylene,0.73,5.654531371
Tin Can Beach,2022,Chrysene + Triphenylene,0.36,5.642633229
Tin Can Beach,2022,Chrysene + Triphenylene,0.34,5.676126878
Tin Can Beach,2022,Chrysene + Triphenylene,0.22,6.232294618
Tin Can Beach,2022,Chrysene + Triphenylene,0.47,7.46031746
Bayshore,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Bayshore,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Black Beach,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Black Beach,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Courtenay Bay,2022,"Dibenz[a,h]anthracene",0.02,0.831600832
Courtenay Bay,2022,"Dibenz[a,h]anthracene",0.03,0.583090379
Digby Ferry Terminal,2022,"Dibenz[a,h]anthracene",0.005,3.703703704
Digby Ferry Terminal,2022,"Dibenz[a,h]anthracene",0.02,0.588235294
Hazen Creek Mouth,2022,"Dibenz[a,h]anthracene",0.01,0.586510264
Hazen Creek Mouth,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Dibenz[a,h]anthracene",0.005,4
Inner Harbour,2022,"Dibenz[a,h]anthracene",0.04,0.746268657
Inner Harbour,2022,"Dibenz[a,h]anthracene",0.005,0.900900901
Inner Harbour,2022,"Dibenz[a,h]anthracene",0.02,1.498127341
Inner Harbour,2022,"Dibenz[a,h]anthracene",0.005,2.564102564
Little River,2022,"Dibenz[a,h]anthracene",0.01,1.470588235
Little River,2022,"Dibenz[a,h]anthracene",0.01,1.025641026
Marsh Creek WS DS,2022,"Dibenz[a,h]anthracene",0.13,0.699300699
Marsh Creek WS DS,2022,"Dibenz[a,h]anthracene",0.02,0.757575758
Mispec,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Mispec,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Saints Rest Beach,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Saints Rest Beach,2022,"Dibenz[a,h]anthracene",0.005,5.882352941
Spar Cove,2022,"Dibenz[a,h]anthracene",0.005,1.315789474
Spar Cove,2022,"Dibenz[a,h]anthracene",0.19,0.934579439
Spar Cove,2022,"Dibenz[a,h]anthracene",0.04,0.980392157
Spar Cove,2022,"Dibenz[a,h]anthracene",0.09,0.697134005
Tin Can Beach,2022,"Dibenz[a,h]anthracene",0.07,1.097178683
Tin Can Beach,2022,"Dibenz[a,h]anthracene",0.06,1.001669449
Tin Can Beach,2022,"Dibenz[a,h]anthracene",0.04,1.133144476
Tin Can Beach,2022,"Dibenz[a,h]anthracene",0.06,0.952380952
Bayshore,2022,Fluoranthene,0.005,5.882352941
Bayshore,2022,Fluoranthene,0.005,5.882352941
Black Beach,2022,Fluoranthene,0.005,5.882352941
Black Beach,2022,Fluoranthene,0.005,5.882352941
Courtenay Bay,2022,Fluoranthene,0.42,17.46361746
Courtenay Bay,2022,Fluoranthene,0.9,17.49271137
Digby Ferry Terminal,2022,Fluoranthene,0.02,14.81481481
Digby Ferry Terminal,2022,Fluoranthene,0.54,15.88235294
Hazen Creek Mouth,2022,Fluoranthene,0.25,14.6627566
Hazen Creek Mouth,2022,Fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2022,Fluoranthene,0.02,16
Inner Harbour,2022,Fluoranthene,1,18.65671642
Inner Harbour,2022,Fluoranthene,0.11,19.81981982
Inner Harbour,2022,Fluoranthene,0.19,14.23220974
Inner Harbour,2022,Fluoranthene,0.02,10.25641026
Little River,2022,Fluoranthene,0.08,11.76470588
Little River,2022,Fluoranthene,0.16,16.41025641
Marsh Creek WS DS,2022,Fluoranthene,3.2,17.21355568
Marsh Creek WS DS,2022,Fluoranthene,0.46,17.42424242
Mispec,2022,Fluoranthene,0.005,5.882352941
Mispec,2022,Fluoranthene,0.005,5.882352941
Saints Rest Beach,2022,Fluoranthene,0.005,5.882352941
Saints Rest Beach,2022,Fluoranthene,0.005,5.882352941
Spar Cove,2022,Fluoranthene,0.05,13.15789474
Spar Cove,2022,Fluoranthene,3.8,18.69158879
Spar Cove,2022,Fluoranthene,0.7,17.15686275
Spar Cove,2022,Fluoranthene,2.4,18.59024012
Tin Can Beach,2022,Fluoranthene,1,15.67398119
Tin Can Beach,2022,Fluoranthene,0.97,16.19365609
Tin Can Beach,2022,Fluoranthene,0.54,15.29745042
Tin Can Beach,2022,Fluoranthene,1,15.87301587
Bayshore,2022,Fluorene,0.005,5.882352941
Bayshore,2022,Fluorene,0.005,5.882352941
Black Beach,2022,Fluorene,0.005,5.882352941
Black Beach,2022,Fluorene,0.005,5.882352941
Courtenay Bay,2022,Fluorene,0.05,2.079002079
Courtenay Bay,2022,Fluorene,0.14,2.721088435
Digby Ferry Terminal,2022,Fluorene,0.005,3.703703704
Digby Ferry Terminal,2022,Fluorene,0.09,2.647058824
Hazen Creek Mouth,2022,Fluorene,0.06,3.519061584
Hazen Creek Mouth,2022,Fluorene,0.005,5.882352941
Hazen Creek Nearshore,2022,Fluorene,0.005,5.882352941
Hazen Creek Nearshore,2022,Fluorene,0.005,5.882352941
Hazen Creek Nearshore,2022,Fluorene,0.005,5.882352941
Hazen Creek Nearshore,2022,Fluorene,0.005,4
Inner Harbour,2022,Fluorene,0.08,1.492537313
Inner Harbour,2022,Fluorene,0.005,0.900900901
Inner Harbour,2022,Fluorene,0.01,0.74906367
Inner Harbour,2022,Fluorene,0.005,2.564102564
Little River,2022,Fluorene,0.005,0.735294118
Little River,2022,Fluorene,0.005,0.512820513
Marsh Creek WS DS,2022,Fluorene,0.52,2.797202797
Marsh Creek WS DS,2022,Fluorene,0.04,1.515151515
Mispec,2022,Fluorene,0.005,5.882352941
Mispec,2022,Fluorene,0.005,5.882352941
Saints Rest Beach,2022,Fluorene,0.005,5.882352941
Saints Rest Beach,2022,Fluorene,0.005,5.882352941
Spar Cove,2022,Fluorene,0.005,1.315789474
Spar Cove,2022,Fluorene,0.27,1.328086572
Spar Cove,2022,Fluorene,0.06,1.470588235
Spar Cove,2022,Fluorene,0.25,1.936483346
Tin Can Beach,2022,Fluorene,0.09,1.410658307
Tin Can Beach,2022,Fluorene,0.08,1.335559265
Tin Can Beach,2022,Fluorene,0.02,0.566572238
Tin Can Beach,2022,Fluorene,0.07,1.111111111
Bayshore,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Bayshore,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Black Beach,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Black Beach,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Courtenay Bay,2022,"Indeno[1,2,3-cd]pyrene",0.09,3.742203742
Courtenay Bay,2022,"Indeno[1,2,3-cd]pyrene",0.13,2.526724976
Digby Ferry Terminal,2022,"Indeno[1,2,3-cd]pyrene",0.005,3.703703704
Digby Ferry Terminal,2022,"Indeno[1,2,3-cd]pyrene",0.08,2.352941176
Hazen Creek Mouth,2022,"Indeno[1,2,3-cd]pyrene",0.05,2.93255132
Hazen Creek Mouth,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Hazen Creek Nearshore,2022,"Indeno[1,2,3-cd]pyrene",0.005,4
Inner Harbour,2022,"Indeno[1,2,3-cd]pyrene",0.19,3.544776119
Inner Harbour,2022,"Indeno[1,2,3-cd]pyrene",0.02,3.603603604
Inner Harbour,2022,"Indeno[1,2,3-cd]pyrene",0.07,5.243445693
Inner Harbour,2022,"Indeno[1,2,3-cd]pyrene",0.01,5.128205128
Little River,2022,"Indeno[1,2,3-cd]pyrene",0.04,5.882352941
Little River,2022,"Indeno[1,2,3-cd]pyrene",0.04,4.102564103
Marsh Creek WS DS,2022,"Indeno[1,2,3-cd]pyrene",0.6,3.227541689
Marsh Creek WS DS,2022,"Indeno[1,2,3-cd]pyrene",0.09,3.409090909
Mispec,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Mispec,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Saints Rest Beach,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Saints Rest Beach,2022,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Spar Cove,2022,"Indeno[1,2,3-cd]pyrene",0.03,7.894736842
Spar Cove,2022,"Indeno[1,2,3-cd]pyrene",0.89,4.377766847
Spar Cove,2022,"Indeno[1,2,3-cd]pyrene",0.16,3.921568627
Spar Cove,2022,"Indeno[1,2,3-cd]pyrene",0.39,3.02091402
Tin Can Beach,2022,"Indeno[1,2,3-cd]pyrene",0.29,4.545454545
Tin Can Beach,2022,"Indeno[1,2,3-cd]pyrene",0.3,5.008347245
Tin Can Beach,2022,"Indeno[1,2,3-cd]pyrene",0.2,5.66572238
Tin Can Beach,2022,"Indeno[1,2,3-cd]pyrene",0.27,4.285714286
Bayshore,2022,Naphthalene,0.005,5.882352941
Bayshore,2022,Naphthalene,0.005,5.882352941
Black Beach,2022,Naphthalene,0.005,5.882352941
Black Beach,2022,Naphthalene,0.005,5.882352941
Courtenay Bay,2022,Naphthalene,0.01,0.415800416
Courtenay Bay,2022,Naphthalene,0.09,1.749271137
Digby Ferry Terminal,2022,Naphthalene,0.02,14.81481481
Digby Ferry Terminal,2022,Naphthalene,0.16,4.705882353
Hazen Creek Mouth,2022,Naphthalene,0.03,1.759530792
Hazen Creek Mouth,2022,Naphthalene,0.005,5.882352941
Hazen Creek Nearshore,2022,Naphthalene,0.005,5.882352941
Hazen Creek Nearshore,2022,Naphthalene,0.005,5.882352941
Hazen Creek Nearshore,2022,Naphthalene,0.005,5.882352941
Hazen Creek Nearshore,2022,Naphthalene,0.005,4
Inner Harbour,2022,Naphthalene,0.03,0.559701493
Inner Harbour,2022,Naphthalene,0.005,0.900900901
Inner Harbour,2022,Naphthalene,0.03,2.247191011
Inner Harbour,2022,Naphthalene,0.005,2.564102564
Little River,2022,Naphthalene,0.005,0.735294118
Little River,2022,Naphthalene,0.005,0.512820513
Marsh Creek WS DS,2022,Naphthalene,0.13,0.699300699
Marsh Creek WS DS,2022,Naphthalene,0.08,3.03030303
Mispec,2022,Naphthalene,0.005,5.882352941
Mispec,2022,Naphthalene,0.005,5.882352941
Saints Rest Beach,2022,Naphthalene,0.005,5.882352941
Saints Rest Beach,2022,Naphthalene,0.005,5.882352941
Spar Cove,2022,Naphthalene,0.005,1.315789474
Spar Cove,2022,Naphthalene,0.11,0.541072307
Spar Cove,2022,Naphthalene,0.02,0.490196078
Spar Cove,2022,Naphthalene,0.12,0.929512006
Tin Can Beach,2022,Naphthalene,0.13,2.037617555
Tin Can Beach,2022,Naphthalene,0.08,1.335559265
Tin Can Beach,2022,Naphthalene,0.05,1.416430595
Tin Can Beach,2022,Naphthalene,0.12,1.904761905
Bayshore,2022,Phenanthrene,0.005,5.882352941
Bayshore,2022,Phenanthrene,0.005,5.882352941
Black Beach,2022,Phenanthrene,0.005,5.882352941
Black Beach,2022,Phenanthrene,0.005,5.882352941
Courtenay Bay,2022,Phenanthrene,0.22,9.147609148
Courtenay Bay,2022,Phenanthrene,0.87,16.90962099
Digby Ferry Terminal,2022,Phenanthrene,0.02,14.81481481
Digby Ferry Terminal,2022,Phenanthrene,0.57,16.76470588
Hazen Creek Mouth,2022,Phenanthrene,0.27,15.83577713
Hazen Creek Mouth,2022,Phenanthrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Phenanthrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Phenanthrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Phenanthrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Phenanthrene,0.01,8
Inner Harbour,2022,Phenanthrene,0.85,15.85820896
Inner Harbour,2022,Phenanthrene,0.07,12.61261261
Inner Harbour,2022,Phenanthrene,0.08,5.992509363
Inner Harbour,2022,Phenanthrene,0.02,10.25641026
Little River,2022,Phenanthrene,0.05,7.352941176
Little River,2022,Phenanthrene,0.08,8.205128205
Marsh Creek WS DS,2022,Phenanthrene,3.1,16.67563206
Marsh Creek WS DS,2022,Phenanthrene,0.41,15.53030303
Mispec,2022,Phenanthrene,0.005,5.882352941
Mispec,2022,Phenanthrene,0.005,5.882352941
Saints Rest Beach,2022,Phenanthrene,0.005,5.882352941
Saints Rest Beach,2022,Phenanthrene,0.005,5.882352941
Spar Cove,2022,Phenanthrene,0.02,5.263157895
Spar Cove,2022,Phenanthrene,2.5,12.29709788
Spar Cove,2022,Phenanthrene,0.46,11.2745098
Spar Cove,2022,Phenanthrene,1.9,14.71727343
Tin Can Beach,2022,Phenanthrene,0.71,11.12852665
Tin Can Beach,2022,Phenanthrene,0.68,11.35225376
Tin Can Beach,2022,Phenanthrene,0.25,7.082152975
Tin Can Beach,2022,Phenanthrene,0.68,10.79365079
Bayshore,2022,Pyrene,0.005,5.882352941
Bayshore,2022,Pyrene,0.005,5.882352941
Black Beach,2022,Pyrene,0.005,5.882352941
Black Beach,2022,Pyrene,0.005,5.882352941
Courtenay Bay,2022,Pyrene,0.31,12.88981289
Courtenay Bay,2022,Pyrene,0.7,13.60544218
Digby Ferry Terminal,2022,Pyrene,0.01,7.407407407
Digby Ferry Terminal,2022,Pyrene,0.49,14.41176471
Hazen Creek Mouth,2022,Pyrene,0.23,13.48973607
Hazen Creek Mouth,2022,Pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Pyrene,0.005,5.882352941
Hazen Creek Nearshore,2022,Pyrene,0.02,16
Inner Harbour,2022,Pyrene,0.81,15.1119403
Inner Harbour,2022,Pyrene,0.09,16.21621622
Inner Harbour,2022,Pyrene,0.18,13.48314607
Inner Harbour,2022,Pyrene,0.02,10.25641026
Little River,2022,Pyrene,0.07,10.29411765
Little River,2022,Pyrene,0.16,16.41025641
Marsh Creek WS DS,2022,Pyrene,2.6,13.98601399
Marsh Creek WS DS,2022,Pyrene,0.39,14.77272727
Mispec,2022,Pyrene,0.005,5.882352941
Mispec,2022,Pyrene,0.005,5.882352941
Saints Rest Beach,2022,Pyrene,0.005,5.882352941
Saints Rest Beach,2022,Pyrene,0.005,5.882352941
Spar Cove,2022,Pyrene,0.05,13.15789474
Spar Cove,2022,Pyrene,3.4,16.72405312
Spar Cove,2022,Pyrene,0.61,14.95098039
Spar Cove,2022,Pyrene,2,15.49186677
Tin Can Beach,2022,Pyrene,0.92,14.4200627
Tin Can Beach,2022,Pyrene,0.91,15.19198664
Tin Can Beach,2022,Pyrene,0.51,14.44759207
Tin Can Beach,2022,Pyrene,0.94,14.92063492
Bayshore,2022,Total PAH,0.085,100
Bayshore,2022,Total PAH,0.085,100
Black Beach,2022,Total PAH,0.085,100
Black Beach,2022,Total PAH,0.085,100
Courtenay Bay,2022,Total PAH,2.405,100
Courtenay Bay,2022,Total PAH,5.145,100
Digby Ferry Terminal,2022,Total PAH,0.135,100
Digby Ferry Terminal,2022,Total PAH,3.4,100
Hazen Creek Mouth,2022,Total PAH,1.705,100
Hazen Creek Mouth,2022,Total PAH,0.085,100
Hazen Creek Nearshore,2022,Total PAH,0.085,100
Hazen Creek Nearshore,2022,Total PAH,0.085,100
Hazen Creek Nearshore,2022,Total PAH,0.085,100
Hazen Creek Nearshore,2022,Total PAH,0.125,100
Inner Harbour,2022,Total PAH,5.36,100
Inner Harbour,2022,Total PAH,0.555,100
Inner Harbour,2022,Total PAH,1.335,100
Inner Harbour,2022,Total PAH,0.195,100
Little River,2022,Total PAH,0.68,100
Little River,2022,Total PAH,0.975,100
Marsh Creek WS DS,2022,Total PAH,18.59,100
Marsh Creek WS DS,2022,Total PAH,2.64,100
Mispec,2022,Total PAH,0.085,100
Mispec,2022,Total PAH,0.085,100
Saints Rest Beach,2022,Total PAH,0.085,100
Saints Rest Beach,2022,Total PAH,0.085,100
Spar Cove,2022,Total PAH,0.38,100
Spar Cove,2022,Total PAH,20.33,100
Spar Cove,2022,Total PAH,4.08,100
Spar Cove,2022,Total PAH,12.91,100
Tin Can Beach,2022,Total PAH,6.38,100
Tin Can Beach,2022,Total PAH,5.99,100
Tin Can Beach,2022,Total PAH,3.53,100
Tin Can Beach,2022,Total PAH,6.3,100
